Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,cartesian_point.pose.position.x,cartesian_point.pose.position.y,cartesian_point.pose.position.z,cartesian_point.pose.orientation.w,cartesian_point.pose.orientation.x,cartesian_point.pose.orientation.y,cartesian_point.pose.orientation.z,cartesian_point.pose.euler_orientation.phi,cartesian_point.pose.euler_orientation.theta,cartesian_point.pose.euler_orientation.psi,cartesian_point.velocity.linear.x,cartesian_point.velocity.linear.y,cartesian_point.velocity.linear.z,cartesian_point.velocity.angular.x,cartesian_point.velocity.angular.y,cartesian_point.velocity.angular.z,cartesian_point.acceleration.linear.x,cartesian_point.acceleration.linear.y,cartesian_point.acceleration.linear.z,cartesian_point.acceleration.angular.x,cartesian_point.acceleration.angular.y,cartesian_point.acceleration.angular.z
36.043,1873,36,43000000,,2.000112424866984,0.9925211899317219,2.004186703823507,0.9997402556480722,0.0,0.0,0.022790814744702657,0.0,0.0,0.045585576423089705,-0.00034301917980883445,0.021336240087293845,-0.011072179044276709,0.0,0.0,0.0,0.0007514163087449788,-0.04215073240277434,0.018484211410623175,0.0,0.0,0.0
36.053,1874,36,53000000,,2.0001090320929507,0.9927324519085232,2.004076904930116,0.9997477403547514,0.0,0.0,0.022460090284068143,0.0,0.0,0.04492395813224803,-0.0003355515278826715,0.020916866884363117,-0.010887739299505483,0.0,0.0,0.0,0.0007421123034703214,-0.04172367974661029,0.018403198986788993,0.0,0.0,0.0
36.063,1875,36,63000000,,2.000105713526409,0.9929395415128965,2.003968946293753,0.9997550718042157,0.0,0.0,0.02213134432761348,0.0,0.0,0.04426630273612986,-0.00032817696398979024,0.020501771001363522,-0.010704125816118903,0.0,0.0,0.0,0.0007327990753225322,-0.04129527556654011,0.01831896252929255,0.0,0.0,0.0
36.073,1876,36,73000000,,2.0001024682414936,0.9931425016147841,2.0038628195543424,0.9997622517296683,0.0,0.0,0.021804587050053444,0.0,0.0,0.043612630430708066,-0.000320895570553148,0.020090965708732256,-0.010521370697460952,0.0,0.0,0.0,0.0007234786042431551,-0.040865570365326676,0.018231531302262738,0.0,0.0,0.0
36.083,1877,36,83000000,,2.0000992953036985,0.9933413751750777,2.0037585159152513,0.9997692818656952,0.0,0.0,0.021479828624827585,0.0,0.0,0.04296296141191291,-0.000313707409759445,0.019684463761223014,-0.010339505739466404,0.0,0.0,0.0,0.0007141528582934598,-0.04043461518438107,0.018140935246492518,0.0,0.0,0.0
36.093,1878,36,93000000,,2.0000961937821558,0.9935362052783603,2.0036560263542924,0.9997761639480626,0.0,0.0,0.021157079224143623,0.0,0.0,0.04231731587571019,-0.0003066125245823059,0.019282277397906,-0.01015856243793678,0.0,0.0,0.0,0.0007048237937254953,-0.04000246160637744,0.01804720499285395,0.0,0.0,0.0
36.103,1879,36,103000000,,2.0000931627428145,0.9937270351474581,2.0035553414782044,0.9997828997135129,0.0,0.0,0.02083634901895711,0.0,0.0,0.04167571401805148,-0.00029961093844121933,0.018884418346715393,-0.009978571979445405,0.0,0.0,0.0,0.0006954933543426023,-0.039569161759573035,0.017950371855931735,0.0,0.0,0.0
36.113,1880,36,113000000,,2.000090201254352,0.9939139081034227,2.0034564516317914,0.999789490899561,0.0,0.0,0.020517648178981603,0.0,0.0,0.0410381760348848,-0.0002927026557699719,0.018490897808078444,-0.009799565234061447,0.0,0.0,0.0,0.0006861634719825815,-0.03913476831814933,0.017850467840617057,0.0,0.0,0.0
36.123,1881,36,123000000,,2.0000873083786246,0.9940968675946351,2.003359346817888,0.9997959392442883,0.0,0.0,0.020200986872711466,0.0,0.0,0.04040472212219016,-0.00028588766065240634,0.018101726450368005,-0.009621572753530927,0.0,0.0,0.0,0.0006768360657929406,-0.038699334502325655,0.01774752564847404,0.0,0.0,0.0
36.133,1882,36,133000000,,2.000084483187493,0.9942759571713395,2.003264016682806,0.9998022464861365,0.0,0.0,0.019886375267373885,0.0,0.0,0.03977537247587293,-0.00027916591966459237,0.017716914403536066,-0.009444624734896934,0.0,0.0,0.0,0.000667513042614587,-0.03826291408347515,0.017641578678876613,0.0,0.0,0.0
36.143,1883,36,143000000,,2.0000817247496343,0.994451220445626,2.003170450741891,0.9998084143636995,0.0,0.0,0.01957382352901793,0.0,0.0,0.0391501472919309,-0.0002725373789189689,0.017336471277303644,-0.009268751082345261,0.0,0.0,0.0,0.0006581962964276045,-0.03782556138366999,0.017532661028099028,0.0,0.0,0.0
36.153,1884,36,153000000,,2.000079032130998,0.9946227011896553,2.0030786380011705,0.9998144446155157,0.0,0.0,0.01926334182243327,0.0,0.0,0.038529066766280096,-0.00026600196667914133,0.016960406105681614,-0.009093981310797972,0.0,0.0,0.0,0.0006488877085502054,-0.03738733127829619,0.017420807497273927,0.0,0.0,0.0
36.163,1885,36,163000000,,2.0000764044007155,0.9947904431974166,2.0029885673357057,0.9998203389798578,0.0,0.0,0.01895494031122731,0.0,0.0,0.037912151094896984,-0.00025955959119983163,0.016588727388807456,-0.008920344596845098,0.0,0.0,0.0,0.0006395891473829352,-0.03694827919900945,0.017306053594893456,0.0,0.0,0.0
36.173,1886,36,173000000,,2.0000738406297387,0.9949544903938659,2.002900227213104,0.9998260991945226,0.0,0.0,0.018648629157787013,0.0,0.0,0.03729942047372958,-0.00025321014413748344,0.016221443073845876,-0.008747869780563633,0.0,0.0,0.0,0.0006303024680534008,-0.036508461133280434,0.017188435539992497,0.0,0.0,0.0
36.183,1887,36,183000000,,2.0000713398890184,0.9951148867257871,2.0028136059627286,0.9998317269966192,0.0,0.0,0.01834441852330319,0.0,0.0,0.036690895098733016,-0.0002469534960027886,0.015858560534979915,-0.008576585314585827,0.0,0.0,0.0,0.0006210295126436449,-0.03606793362928329,0.017067990263285537,0.0,0.0,0.0
36.193,1888,36,193000000,,2.000068901249506,0.9952716762854834,2.002728691470111,0.9998372241223565,0.0,0.0,0.018042318567764823,0.0,0.0,0.03608659516584468,-0.0002407895015039685,0.015500086578867922,-0.008406519276832114,0.0,0.0,0.0,0.0006117721100480367,-0.03562675379475877,0.016944755409440404,0.0,0.0,0.0
36.203,1889,36,203000000,,2.000066523789428,0.9954249031870859,2.002645471409778,0.9998425923068298,0.0,0.0,0.017742339449987314,0.0,0.0,0.03548654087102676,-0.0002347179960224821,0.015146027439186582,-0.008237699372330098,0.0,0.0,0.0,0.0006025320755469465,-0.035184979298719554,0.016818769345036344,0.0,0.0,0.0
36.213,1890,36,213000000,,2.0000642065815555,0.9955746115738293,2.0025639332307037,0.9998478332838058,0.0,0.0,0.017444491327609078,0.0,0.0,0.034890752410245085,-0.00022873879629514704,0.014796388780268899,-0.00807015292775759,0.0,0.0,0.0,0.0005933112108067462,-0.034742668379522,0.01669007116015564,0.0,0.0,0.0
36.223,1891,36,223000000,,2.000061948705934,0.9957208457053639,2.0024840640398907,0.9998529487855073,0.0,0.0,0.017148784357084727,0.0,0.0,0.03429924997944057,-0.0002228517016646947,0.014451175663452887,-0.007903906862338772,0.0,0.0,0.0,0.0005841113037376999,-0.03429987983918181,0.016558700669293103,0.0,0.0,0.0
36.233,1892,36,233000000,,2.000059749242155,0.9958636498558917,2.0024058506678557,0.9998579405423967,0.0,0.0,0.016855228693705156,0.0,0.0,0.03371205377455411,-0.00021705649442083086,0.014110392576185404,-0.007738987687844201,0.0,0.0,0.0,0.0005749341286360732,-0.03385667304632989,0.016424698413629812,0.0,0.0,0.0
36.243,1893,36,243000000,,2.0000576072702643,0.9960030683359946,2.0023292797704926,0.9998628102829579,0.0,0.0,0.01656383449162142,0.0,0.0,0.03312918399155862,-0.0002113529376401857,0.013774043397461355,-0.007575421524961712,0.0,0.0,0.0,0.0005657814455730659,-0.033413107943829345,0.016288105670810182,0.0,0.0,0.0
36.253,1894,36,253000000,,2.000055521878494,0.9961391455071862,2.002254337639897,0.9998675597334779,0.0,0.0,0.016274611903822615,0.0,0.0,0.03255066082639857,-0.00020574077814217162,0.013442131407828128,-0.00741323406691663,0.0,0.0,0.0,0.0005566550006506077,-0.032969245045705975,0.01614896444743863,0.0,0.0,0.0
36.263,1895,36,263000000,,2.0000534921532562,0.9962719257673598,2.002181010408094,0.9998721906178274,0.0,0.0,0.015987571082161943,0.0,0.0,0.03197650447502554,-0.00020021974466999382,0.013114659283928631,-0.007252450588566717,0.0,0.0,0.0,0.0005475565257597736,-0.03252514543714824,0.016007317492267248,0.0,0.0,0.0
36.273,1896,36,273000000,,2.0000515171795996,0.9964014534998569,2.0021092838869663,0.9998767046572395,0.0,0.0,0.015702722177363435,0.0,0.0,0.03140673513339465,-0.00019478954834539763,0.012791629084858869,-0.007093095930031268,0.0,0.0,0.0,0.0005384877381828801,-0.03208087078485278,0.015863208299151665,0.0,0.0,0.0
36.283,1897,36,283000000,,2.0000495960598528,0.9965277731680544,2.0020391436410137,0.9998811035700889,0.0,0.0,0.01542007533902717,0.0,0.0,0.030841372997457484,-0.00018944988539715268,0.012473042242163501,-0.006935194480320206,0.0,0.0,0.0,0.0005294503411477081,-0.03163648332656521,0.015716681093408624,0.0,0.0,0.0
36.293,1898,36,293000000,,2.0000477278817925,0.9966509291698458,2.0019705750601133,0.9998853890716682,0.0,0.0,0.015139640715639932,0.0,0.0,0.030280438263165625,-0.00018420043113565043,0.012158899587120686,-0.006778770217351848,0.0,0.0,0.0,0.0005204460225201046,-0.031192045888928988,0.015567780867513648,0.0,0.0,0.0
36.303,1899,36,303000000,,2.0000459117513856,0.9967709659686079,2.0019035632285522,0.9998895628739652,0.0,0.0,0.014861428454584368,0.0,0.0,0.029723951126470635,-0.00017904084882047755,0.011849201284348965,-0.006623846626098384,0.0,0.0,0.0,0.0005114764563529661,-0.030747621869636532,0.015416553344493877,0.0,0.0,0.0
36.313,1900,36,313000000,,2.000044146766868,0.99688792800589,2.0018380930559942,0.9998936266854375,0.0,0.0,0.014585448702151867,0.0,0.0,0.029171931783331218,-0.00017397078102021624,0.011543946888195933,-0.006470446751336567,0.0,0.0,0.0,0.0005025433009535618,-0.030303275259143447,0.015263045015217358,0.0,0.0,0.0
36.323,1901,36,323000000,,2.0000424320369348,0.9970018597159651,2.001774149146513,0.9998975822107867,0.0,0.0,0.014311711603543206,0.0,0.0,0.02862440042969538,-0.00016898985609259398,0.01124313530362997,-0.0063185931685438845,0.0,0.0,0.0,0.0004936482000346132,-0.029859070628504014,0.015107303124068494,0.0,0.0,0.0
36.333,1902,36,333000000,,2.000040766674374,0.9971128055112786,2.0017117159441113,0.9999014311507326,0.0,0.0,0.014040227302888937,0.0,0.0,0.028081377261521823,-0.00016409768488756526,0.010946764785330743,-0.0061683079766226,0.0,0.0,0.0,0.00048479278217428146,-0.029415073136192404,0.014949375673950271,0.0,0.0,0.0
36.343,1903,36,343000000,,2.000039149791519,0.9972208098042756,2.001650777674513,0.9999051752017843,0.0,0.0,0.013771005943248631,0.0,0.0,0.02754288247475856,-0.00015929386290736147,0.010654832931322744,-0.0060196127742528915,0.0,0.0,0.0,0.00047597866044668535,-0.02897134853276384,0.014789311431059105,0.0,0.0,0.0
36.353,1904,36,353000000,,2.0000375805043404,0.9973259169637458,2.001591318316059,0.9999088160560125,0.0,0.0,0.013504057666626308,0.0,0.0,0.02700893626535361,-0.0001545779684875015,0.010367336686613271,-0.005872528703548596,0.0,0.0,0.0,0.0004672074326350639,-0.02852796315710293,0.014627159933979783,0.0,0.0,0.0
36.363,1905,36,363000000,,2.0000360579401786,0.9974281713220989,2.0015333216433646,0.9999123554008185,0.0,0.0,0.013239392613991381,0.0,0.0,0.02647955882927633,-0.00014994956552527583,0.010084272315907583,-0.005727076371840667,0.0,0.0,0.0,0.0004584806809617703,-0.028084983943131192,0.014462971483453657,0.0,0.0,0.0
36.373,1906,36,373000000,,2.0000345812240994,0.9975276171680889,2.0014767713000765,0.999915794918705,0.0,0.0,0.012977020925253586,0.0,0.0,0.025954770362446315,-0.0001454082014333835,0.009805635424527281,-0.00558327588805696,0.0,0.0,0.0,0.0004497999720314283,-0.027642478418215433,0.014296797154202068,0.0,0.0,0.0
36.383,1907,36,383000000,,2.0000331494870807,0.9976242987686419,2.001421650595148,0.9999191362870427,0.0,0.0,0.012716952739339333,0.0,0.0,0.025434591060864875,-0.00014095340793573996,0.009531420940220414,-0.005441146873636171,0.0,0.0,0.0,0.0004411668563903959,-0.02720051470805629,0.014128688804703415,0.0,0.0,0.0
36.393,1908,36,393000000,,2.000031761866012,0.9977182602742687,2.001367942735669,0.9999223811778392,0.0,0.0,0.012459198194117269,0.0,0.0,0.024919041120444522,-0.00013658470038535597,0.009261623100428551,-0.0053007083897682605,0.0,0.0,0.0,0.00043258286893888,-0.026759161535323983,0.013958699063550739,0.0,0.0,0.0
36.403,1909,36,403000000,,2.000030417506423,0.9978095459082397,2.001315630725003,0.9999255312575034,0.0,0.0,0.012203767426483837,0.0,0.0,0.02440814073715813,-0.000132301581061256,0.00899623544592032,-0.0051619789919641335,0.0,0.0,0.0,0.00042404952853303257,-0.026318488223409986,0.0137868813451405,0.0,0.0,0.0
36.413,1910,36,413000000,,2.0000291155515697,0.9978981996828225,2.001264697377337,0.9999285881866123,0.0,0.0,0.011950670572324705,0.0,0.0,0.02390191010693954,-0.00012810353621262038,0.008735250832614838,-0.00502497667366697,0.0,0.0,0.0,0.00041556833744493815,-0.025878564700860807,0.013613289851718946,0.0,0.0,0.0
36.423,1911,36,423000000,,2.0000278551547126,0.9979842655884568,2.001215125375893,0.9999315536196743,0.0,0.0,0.011699917766561565,0.0,0.0,0.02340036942575452,-0.00012399003583141166,0.008478661415210809,-0.004889718920821906,0.0,0.0,0.0,0.00040714078190262626,-0.02543946149751264,0.013437979572472614,0.0,0.0,0.0
36.433,1912,36,433000000,,2.0000266354722953,0.9980677875500987,2.001166897127405,0.9999344292048925,0.0,0.0,0.011451519143145851,0.0,0.0,0.02290353888956531,-0.00011996053717666655,0.008226458631725109,-0.004756222619107575,0.0,0.0,0.0,0.0003987683316637458,-0.02500124975097151,0.013261006286029442,0.0,0.0,0.0
36.443,1913,36,443000000,,2.000025455665309,0.9981488093399093,2.0011199949949514,0.999937216583927,0.0,0.0,0.0112054848350579,0.0,0.0,0.02241143869430573,-0.00011601448068176978,0.007978633209859254,-0.0046245041503425455,0.0,0.0,0.0,0.0003904524397029263,-0.024564001207295405,0.013082426572282202,0.0,0.0,0.0
36.453,1914,36,453000000,,2.0000243149042944,0.9982273747591535,2.001074401079677,0.999939917391656,0.0,0.0,0.010961824974350692,0.0,0.0,0.02192408903594512,-0.00011215129484298814,0.007735175156085461,-0.0044945792615180835,0.0,0.0,0.0,0.0003821945425670492,-0.024127788221335322,0.012902297802611429,0.0,0.0,0.0
36.463,1915,36,463000000,,2.0000232123657042,0.9983035273835412,2.0010300973808626,0.9999425332559361,0.0,0.0,0.010720549692126222,0.0,0.0,0.021441510110417287,-0.00010837039178568375,0.007496073748370691,-0.004366463159385603,0.0,0.0,0.0,0.00037399605973575945,-0.0236926837591227,0.01272067815148148,0.0,0.0,0.0
36.473,1916,36,473000000,,2.000022147225536,0.9983773107087472,2.0009870657522697,0.999945065797361,0.0,0.0,0.010481669118590178,0.0,0.0,0.020963722113705792,-0.0001046711707886061,0.007261317538905132,-0.004240170466800919,0.0,0.0,0.0,0.0003658583936356763,-0.02325876140514538,0.012537626604625984,0.0,0.0,0.0
36.483,1917,36,483000000,,2.0000211186729757,0.9984487681867904,2.0009452878293814,0.9999475166290204,0.0,0.0,0.010245193383003726,0.0,0.0,0.020490745241723122,-0.00010105301680596313,0.007030894333183824,-0.0041157151990773855,0.0,0.0,0.0,0.0003577829297967128,-0.022826095353707387,0.012353202944041186,0.0,0.0,0.0
36.493,1918,36,493000000,,2.0000201258972083,0.9985179429932032,2.0009047452913364,0.9999498873562562,0.0,0.0,0.010011132613766868,0.0,0.0,0.020022599690452836,-9.751530012636067e-05,0.0068047912000110955,-0.0039931107821757905,0.0,0.0,0.0,0.00034977103629785233,-0.022394760420183957,0.012167467771860174,0.0,0.0,0.0
36.503,1919,36,503000000,,2.0000191681001525,0.9985848783471738,2.000865419424372,0.9999521795764198,0.0,0.0,0.009779496938374046,0.0,0.0,0.01955930565583586,-9.405737944234716e-05,0.006582994439668255,-0.0038723700199625455,0.0,0.0,0.0,0.0003418240639518899,-0.02196483203806565,0.011980482499211575,0.0,0.0,0.0
36.513,1920,36,513000000,,2.0000182444869097,0.998649617205956,2.000827291587484,0.9999543948786256,0.0,0.0,0.009550296483453338,0.0,0.0,0.019100883333823763,-9.067859855349525e-05,0.006365489612107922,-0.003753505090571707,0.0,0.0,0.0,0.00033394334610648,-0.021536386263278473,0.011792309355769248,0.0,0.0,0.0
36.523,1921,36,523000000,,2.000017354265765,0.9987122024031123,2.0007903430378065,0.9999565348435066,0.0,0.0,0.009323541374780918,0.0,0.0,0.018647352920382335,-8.737828716220974e-05,0.0061522615169451456,-0.0036365275791467866,0.0,0.0,0.0,0.00032613019816096767,-0.021109499776571283,0.011603011396800866,0.0,0.0,0.0
36.533,1922,36,533000000,,2.000016496661374,0.998772676633962,2.00075455471233,0.9999586010429666,0.0,0.0,0.009099241737265428,0.0,0.0,0.01819873461143473,-8.415576473908004e-05,0.00594329416162509,-0.003521448399624205,0.0,0.0,0.0,0.0003183859181774551,-0.020684249877831462,0.011412652487251762,0.0,0.0,0.0
36.543,1923,36,543000000,,2.000015670895664,0.9988310824337532,2.000719907679013,0.9999605950399328,0.0,0.0,0.008877407695015948,0.0,0.0,0.017755048602971616,-8.101033529328561e-05,0.005738570800531306,-0.0034082778420270188,0.0,0.0,0.0,0.00031071178595709625,-0.020260714499954702,0.011221297334714109,0.0,0.0,0.0
36.553,1924,36,553000000,,2.000014876199657,0.9988874621412833,2.000686382787535,0.9999625183881066,0.0,0.0,0.008658049371289262,0.0,0.0,0.01731631509091969,-7.794129123794846e-05,0.00553807389587746,-0.003297025556094013,0.0,0.0,0.0,0.00030310906345221156,-0.019838972203274352,0.011029011466916927,0.0,0.0,0.0
36.563,1925,36,563000000,,2.000014111816654,0.9989418579425546,2.0006539607420564,0.9999643726317134,0.0,0.0,0.008441176888556272,0.0,0.0,0.0168825542712483,-7.494791168483061e-05,0.005341785116797837,-0.0031877004985290114,0.0,0.0,0.0,0.0002955789943541731,-0.019419102177835157,0.010835861247187495,0.0,0.0,0.0
36.573,1926,36,573000000,,2.000013376991319,0.9989943118052906,2.000622622319497,0.9999661593052523,0.0,0.0,0.008226800368476098,0.0,0.0,0.016453786339891252,-7.202946483175765e-05,0.005149685345713806,-0.0030803109857515665,0.0,0.0,0.0,0.000288122804263935,-0.019001184245780678,0.01064191387331448,0.0,0.0,0.0
36.583,1927,36,583000000,,2.000012670979686,0.9990448655371438,2.000592348049395,0.9999678799332437,0.0,0.0,0.008014929931944914,0.0,0.0,0.016030031492817894,-6.918520523413463e-05,0.00496175465741544,-0.002974864655698184,0.0,0.0,0.0,0.00028074169992464704,-0.018585298867719757,0.010447237388461872,0.0,0.0,0.0
36.593,1928,36,593000000,,2.00001199304279,0.9990935607347637,2.0005631185194943,0.9999695360299763,0.0,0.0,0.007805575699077327,0.0,0.0,0.015611309925969152,-6.641437653343019e-05,0.004777972323608992,-0.0028713684405374806,0.0,0.0,0.0,0.0002734368699464085,-0.018171527136018994,0.010251900668663438,0.0,0.0,0.0
36.603,1929,36,603000000,,2.0000113424493975,0.9991404387328657,2.0005349141865736,0.9999711290992533,0.0,0.0,0.0075987477892447055,0.0,0.0,0.015197641835307257,-6.371620975187398e-05,0.004598316799274471,-0.0027698286139639094,0.0,0.0,0.0,0.0002662094839962492,-0.017759950784579814,0.010055973443286348,0.0,0.0,0.0
36.613,1930,36,613000000,,2.000010718478734,0.9991855407351977,2.000507715434651,0.9999726606341375,0.0,0.0,0.007394456321069164,0.0,0.0,0.014789047416776668,-6.108992488407239e-05,0.004422765716299182,-0.0026702507075242465,0.0,0.0,0.0,0.0002590606931534012,-0.0173506521850868,0.009859526287073095,0.0,0.0,0.0
36.623,1931,36,623000000,,2.000010120414572,0.9992289076690213,2.000481502574985,0.999974132116695,0.0,0.0,0.007192711412454926,0.0,0.0,0.014385546866339641,-5.853473021488753e-05,0.004251295882568229,-0.0025726395742822206,0.0,0.0,0.0,0.00025199162925559904,-0.016943714353601536,0.009662630626053215,0.0,0.0,0.0
36.633,1932,36,633000000,,2.0000095475493254,0.9992705801851116,2.0004562560498016,0.9999755450177382,0.0,0.0,0.006993523180582432,0.0,0.0,0.013987160379937079,-5.6049822887871414e-05,0.004083883280145528,-0.002476999345162767,0.0,0.0,0.0,0.0002450034052259298,-0.01653922094999416,0.009465358745501362,0.0,0.0,0.0
36.643,1933,36,643000000,,2.0000089991867753,0.9993105987596209,2.0004319560102886,0.9999769007965686,0.0,0.0,0.006796901741938049,0.0,0.0,0.013593908153520573,-5.3634389132639626e-05,0.003920503035260481,-0.0023833334089431446,0.0,0.0,0.0,0.00023809711477440487,-0.016137256278170753,0.009267783782206607,0.0,0.0,0.0
36.653,1934,36,653000000,,2.0000084746334323,0.9993490036067669,2.0004085827822564,0.9999782009007164,0.0,0.0,0.006602857212334944,0.0,0.0,0.013205810383066563,-5.128760403749766e-05,0.0037611294401358464,-0.0022916444340808084,0.0,0.0,0.0,0.0002312738322984842,-0.015737905291871357,0.00906997974107071,0.0,0.0,0.0
36.663,1935,36,663000000,,2.0000079732085396,0.9993858346424531,2.000386116516893,0.9999794467656815,0.0,0.0,0.006411399706894924,0.0,0.0,0.012822887264512417,-4.9008632117875095e-05,0.0036057359302503755,-0.0022019343286956428,0.0,0.0,0.0,0.000224534612499383,-0.015341253593874171,0.008872021488514292,0.0,0.0,0.0
