Time,phi,theta,psi
20.265,-0.0009097774559231038,-0.0021802291156149955,0.1585316555798474
20.266,-0.0009116331947726707,-0.0021774024371958856,0.1586438513465431
20.267,-0.0009135207319029804,-0.0021744319389880307,0.15875557704449036
20.268,-0.0009154288628325768,-0.0021713313913431787,0.15886686022216515
20.269,-0.0009173461227808523,-0.002168116089178218,0.15897773320842315
20.27,-0.0009192609225746758,-0.002164802682022904,0.1590882326988804
20.271,-0.0009211616855096054,-0.0021614089895025668,0.1591983993109307
20.272,-0.0009230369837537431,-0.0021579538042555413,0.1593082771131164
20.273,-0.0009248756728512203,-0.0021544566843807456,0.15941791313409784
20.274,-0.0009266670228623181,-0.0021509377375608096,0.1595273568559657
20.275,-0.0009284008887651814,-0.0021474173800810625,0.15963668022713035
20.276,-0.0009300637850057048,-0.0021439245454215605,0.15974592078577143
20.277,-0.0009316470578222665,-0.0021404793893173846,0.1598551323205752
20.278,-0.0009331429312902684,-0.002137101726406021,0.15996436897196428
20.279,-0.0009345446006887241,-0.002133810805316161,0.16007368470008101
20.28,-0.0009358463140443185,-0.0021306250889123746,0.16018313275683171
20.281,-0.0009370434407188721,-0.0021275620419645147,0.16029276516458454
20.282,-0.0009381325260434098,-0.002124637928477835,0.1604026322041699
20.283,-0.0009391113311634508,-0.002121867620869855,0.16051278191499221
20.284,-0.0009399788574432342,-0.002119264423126266,0.16062325961029453
20.285,-0.0009407353692080762,-0.002116839903646639,0.160734114128289
20.286,-0.0009413875208809204,-0.0021146008709671538,0.16084537900948048
20.287,-0.0009419378427461007,-0.002112555126832172,0.1609570886782458
20.288,-0.000942390047481189,-0.002110708371471981,0.16106927311810557
20.289,-0.000942748975039714,-0.0021090641249923436,0.16118195751999226
20.29,-0.0009430205229770015,-0.0021076236728472253,0.16129516197103563
20.291,-0.0009432115632032748,-0.0021063860363625952,0.16140890118906456
20.292,-0.0009433298463761819,-0.0021053479690420485,0.16152318430806245
20.293,-0.0009433838953498121,-0.0021045039790663633,0.16163801471969472
20.294,-0.0009433828892795605,-0.0021038463780977956,0.16175338997573882
20.295,-0.000943336502382953,-0.0021033653731548085,0.16186928381078958
20.296,-0.0009432644273940667,-0.0021030343744878888,0.16198569617302006
20.297,-0.0009431767433571319,-0.0021028400630493937,0.16210260711919117
20.298000000000002,-0.0009430836752685845,-0.00210276734544923,0.1622199911314966
20.299,-0.0009429954587536388,-0.0021027995275360034,0.16233781737584424
20.3,-0.0009429222069303916,-0.0021029185079708412,0.16245605003378438
20.301,-0.0009428737813285486,-0.0021031049895672282,0.16257464870568367
20.302,-0.0009428596686151091,-0.0021033387059128383,0.16269356888119532
20.303,-0.0009428888647329812,-0.002103598660551542,0.16281276247152682
20.304,-0.0009429697678880576,-0.00210386337580748,0.1629321783965131
20.305,-0.0009431100520245312,-0.002104111161451261,0.16305174914566803
20.306,-0.0009433185589827648,-0.002104309007534555,0.16317143001847503
20.307,-0.0009436013110091196,-0.0021044358545374564,0.16329116482202585
20.308,-0.000943963414186839,-0.002104471184088519,0.1634108970865391
20.309,-0.000944409010186119,-0.002104395270224879,0.1635305707828181
20.31,-0.0009449412412000801,-0.002104189420983893,0.16365013103101167
20.311,-0.0009455622280606052,-0.002103836207314691,0.16376952478898532
20.312,-0.000946273061350318,-0.0021033196764610462,0.16388870150913795
20.313,-0.0009470738051677317,-0.002102625547192094,0.16400761375331951
20.314,-0.00094796351306239,-0.0021017413845219046,0.1641262177565848
20.315,-0.0009489402687321987,-0.002100656745876339,0.1642444802121278
20.316,-0.0009499947210026701,-0.002099365714226087,0.16436236147384728
20.317,-0.0009511233263400863,-0.0020978621234462036,0.16447983154310514
20.318,-0.0009523216914078056,-0.0020961421124878754,0.16459686570100307
20.319,-0.0009535846396915071,-0.0020942041732427974,0.16471344472725705
20.32,-0.000954906285552234,-0.002092049170521637,0.1648295550431529
20.321,-0.000956280114741876,-0.0020896803341647896,0.16494518877976766
20.322,-0.0009576990704040923,-0.0020871032236366993,0.1650603437739033
20.323,-0.0009591556435772724,-0.0020843256657929743,0.16517502349525454
20.324,-0.0009606419672179116,-0.0020813576668152756,0.16528923690921293
20.325,-0.0009621499482235895,-0.0020782112832529176,0.16540301534706625
20.326,-0.0009636635297245323,-0.002074912626653047,0.16551636448303422
20.327,-0.0009651745577456697,-0.0020714771018672806,0.16562930847107785
20.328,-0.0009666749032775807,-0.0020679217345065393,0.16574187590106143
20.329,-0.0009681565613809663,-0.0020642649760800325,0.16585409941933763
20.33,-0.0009696117480097341,-0.002060526493962822,0.1659660153184693
20.331,-0.000971032993609972,-0.0020567269485403106,0.16607766310150282
20.332,-0.0009724132325662543,-0.002052887759973032,0.16618908502584923
20.333,-0.0009737458875845422,-0.0020490308670757518,0.16630032563143743
20.334,-0.0009750249481223228,-0.0020451784808372953,0.16641143125740102
20.335,-0.0009762450784674163,-0.002041352817775177,0.16652246740620208
20.336,-0.0009774003609780227,-0.002037582171364072,0.16663346933557163
20.337,-0.0009784869056014295,-0.002033887892727515,0.1667444858910943
20.338,-0.0009795016303108326,-0.0020302906235700746,0.16685556574263097
20.339,-0.000980442297915593,-0.002026810060082207,0.1669667568940173
20.34,-0.000981307542397792,-0.0020234647265509054,0.16707810620068705
20.341,-0.0009820968843012193,-0.002020271761066672,0.16718965889808032
20.342,-0.000982810734816771,-0.0020172467156200913,0.16730145814378558
20.343,-0.0009834503883408038,-0.0020144033727886868,0.16741354457651797
20.344,-0.000984018003431602,-0.0020117535811028375,0.16752595589523317
20.345,-0.0009845165739796008,-0.002009307110245384,0.1676387273280713
20.346,-0.000984954880364061,-0.002007069096978009,0.167751889286426
20.347,-0.0009853372762411027,-0.002005044905855957,0.1678654684347586
20.348,-0.000985668798218438,-0.002003237520185719,0.16797948707490432
20.349,-0.000985955093157224,-0.0020016474966011444,0.168093962882071
20.35,-0.0009862023370431653,-0.0020002729471439995,0.168208908685183
20.351,-0.000986417146564776,-0.0019991095494178435,0.16832433229579716
20.352,-0.000986606484684509,-0.001998150585053038,0.16844023638959768
20.353,-0.000986777561614703,-0.001997387006392959,0.16855661844411832
20.354,-0.0009869377327107434,-0.001996807530956657,0.16867347073581918
20.355,-0.0009870943688918051,-0.0019963987757407597,0.16879076739000365
20.356,-0.0009872606464719858,-0.0019961278548406014,0.16890850046992664
20.357,-0.000987443539080625,-0.0019959781405420873,0.16902664723273073
20.358,-0.0009876497620480093,-0.0019959313795694378,0.16914518034063844
20.359,-0.0009878856791367791,-0.001995967910074059,0.1692640681746957
20.36,-0.000988157215646571,-0.001996066896302162,0.16938327520807292
20.361,-0.0009884697791950408,-0.0019962065781464755,0.16950276243483986
20.362,-0.000988828189324312,-0.001996364532547812,0.16962248784889608
20.363,-0.000989236616906774,-0.001996517943526621,0.16974240696658208
20.364,-0.00098969853413115,-0.0019966438774747797,0.16986247338544017
20.365,-0.0009902166535291777,-0.001996719571208283,0.16998262829488697
20.366,-0.0009907923284725956,-0.0019967120280230954,0.17010283138515683
20.367,-0.0009914267824235917,-0.001996599913511199,0.1702230340126417
20.368,-0.0009921204506342864,-0.001996362854769451,0.17034318803712442
20.369,-0.0009928729878902623,-0.0019959816916108597,0.17046324642650126
20.37,-0.0009936832872226538,-0.0019954387124525574,0.17058316384111774
20.371,-0.0009945495089825917,-0.001994717871930174,0.17070289718861323
20.372,-0.0009954691195277069,-0.001993804987559411,0.17082240614090574
20.373,-0.000996438938646915,-0.0019926879130578445,0.17094165360587837
20.374,-0.0009974551947516592,-0.0019913566862836962,0.17106060614741242
20.375,-0.0009985136003136665,-0.001989803643326793,0.17117924114918293
20.376,-0.000999604281427933,-0.0019880266298846205,0.1712975280093412
20.377,-0.001000722250918418,-0.0019860227300054767,0.17141544615457444
20.378,-0.0010018621970695745,-0.0019837915326825772,0.17153297976189114
20.379,-0.0010030185622575568,-0.001981335135338824,0.17165011786900647
20.38,-0.001004185622787427,-0.001978658117539389,0.1717668544208613
20.381,-0.0010053575688868518,-0.0019757674855727103,0.17188318825435772
20.382,-0.001006528583865724,-0.001972672588894886,0.17199912302426365
20.383,-0.0010076929215197565,-0.0019693850097575183,0.172114667073958
20.384,-0.001008844980929507,-0.0019659184276241692,0.1722298332552415
20.385,-0.0010099794137518167,-0.0019622884418424302,0.17234465697183182
20.386,-0.0010110858333404332,-0.0019585272316262614,0.17245914548276653
20.387,-0.0010121596231365331,-0.0019546532399397076,0.17257332368007747
20.388,-0.0010131965662450873,-0.0019506862738740693,0.17268721983931123
20.389,-0.0010141928984213886,-0.0019466472741460628,0.17280086525554036
20.39,-0.001015145354877613,-0.0019425580730587644,0.17291429385734386
20.391,-0.0010160512105405397,-0.0019384411436045301,0.17302754180324337
20.392,-0.0010169083134456724,-0.0019343193424252725,0.17314064706482307
20.393,-0.001017715111003111,-0.0019302156493417044,0.17325364900048773
20.394,-0.0010184706689171437,-0.0019261529061702642,0.17336658792355444
20.395,-0.001019174707893845,-0.0019221535441764637,0.17347951782688936
20.396,-0.0010198279411944293,-0.0019182460668256684,0.17359246997160613
20.397,-0.0010204313005274135,-0.0019144511721760349,0.1737054850050914
20.398,-0.001020986340054964,-0.0019107884271789555,0.17381860280853265
20.399,-0.0010214952168751737,-0.001907276041278383,0.1739318620835758
20.4,-0.0010219606637944109,-0.0019039306545867163,0.17404529995204743
20.401,-0.0010223859545559163,-0.0019007671429087658,0.17415895157170527
20.402,-0.001022774861773533,-0.001897798441754306,0.17427284977103563
20.403,-0.0010231316079119918,-0.0018950353913389506,0.17438702470619014
20.404,-0.0010234608097538455,-0.0018924866044081057,0.17450150354322816
20.405,-0.0010237674113154993,-0.0018901583616164341,0.1746163072182582
20.406,-0.0010240613512074984,-0.0018880461744705812,0.1747314585581544
20.407,-0.0010243478859027649,-0.0018861517158739183,0.1748469741917369
20.408,-0.0010246323942519095,-0.0018844741406616183,0.1749628667925692
20.409,-0.001024920299534763,-0.0018830100886284562,0.17507914493567045
20.41,-0.0010252169899522426,-0.0018817537167135079,0.17519581299845707
20.411,-0.0010255277387031519,-0.001880696760326428,0.1753128711083643
20.412,-0.0010258576248507218,-0.001879828623446711,0.17543031513916174
20.413,-0.0010262114562211756,-0.0018791364967674085,0.1755481367574249
20.414,-0.001026593695590483,-0.0018786055027810722,0.17566632351998623
20.415,-0.001027008373676488,-0.001878218876043114,0.17578484958677437
20.416,-0.0010274612890087674,-0.001877942548193401,0.17590370201640032
20.417,-0.0010279554036198102,-0.0018777570193351245,0.17602285709926924
20.418,-0.0010284930948098684,-0.0018776415152224057,0.17614228789642913
20.419,-0.0010290761157035883,-0.0018775742405976459,0.17626196457785814
20.42,-0.0010297055654301965,-0.001877532645528257,0.17638185479961913
20.421,-0.001030381869515448,-0.0018774937014234272,0.1765019241148035
20.422,-0.0010311047708895862,-0.0018774341832490382,0.1766221364124534
20.423000000000002,-0.0010318733317210154,-0.0018773309543396177,0.176742454378025
20.424,-0.0010326859460825684,-0.0018771612501380375,0.17686283996846727
20.425,-0.0010335403469066752,-0.0018769029661933612,0.17698324618895578
20.426,-0.0010344309510159368,-0.0018765248385408384,0.17710364132815637
20.427,-0.001035354427462246,-0.001876007142810332,0.17722398799095676
20.428,-0.0010363069237773789,-0.0018753315757131794,0.1773442499578345
20.429,-0.0010372841267593568,-0.0018744814817610589,0.17746439262501093
20.43,-0.001038281330170315,-0.0018734420586072886,0.17758438341650495
20.431,-0.001039293508164092,-0.0018722005384832485,0.17770419216233846
20.432,-0.001040315393175648,-0.0018707463435532201,0.1778237914379165
20.433,-0.001041341556947661,-0.0018690712134004084,0.1779431568604518
20.434,-0.0010423664933405365,-0.001867169303264582,0.1780622673392143
20.435,-0.0010433847162007945,-0.0018650372439110718,0.1781811131238233
20.436,-0.001044386726268885,-0.0018626797103429293,0.17829967405386624
20.437,-0.0010453674020355363,-0.0018600981995939847,0.1784179399072364
20.438,-0.0010463218599623535,-0.0018572967251233585,0.17853590427312999
20.439,-0.0010472455276949917,-0.001854281762571075,0.17865356455502807
20.44,-0.001048134211815641,-0.0018510621666139038,0.17877092192666602
20.441,-0.0010489841592577567,-0.001847649060334522,0.1788879812434727
20.442,-0.0010497921116420991,-0.0018440556988190693,0.1790047509124458
20.443,-0.0010505553519328827,-0.0018402973089568508,0.17912124272381527
20.444,-0.0010512717429558905,-0.0018363909076550833,0.17923747164811776
20.445,-0.001051939779275361,-0.0018323550883934114,0.1793534675017419
20.446,-0.001052556760146944,-0.001828225531924632,0.17946924184320895
20.447,-0.0010531224574173437,-0.0018240228346169118,0.179584817721288
20.448,-0.0010536372914865823,-0.0018197685105540984,0.17970022028957383
20.449,-0.0010541023276513994,-0.001815484739180695,0.17981547648714977
20.45,-0.0010545192641360493,-0.0018111941070828586,0.1799306147075873
20.451,-0.0010548904121215502,-0.001806919346667657,0.18004566445982922
20.452,-0.0010552186681496885,-0.0018026830744870548,0.18016065602435075
20.453,-0.0010555074793326751,-0.001798507531891591,0.1802756201078396
20.454,-0.0010557608018426318,-0.001794414330655858,0.18039058749949524
20.455,-0.0010559830696706845,-0.0017904241964981082,0.1805055979271511
20.456,-0.001056181581801266,-0.001786560843235474,0.18062067464203124
20.457,-0.0010563614262610425,-0.0017828424451502567,0.18073584672780607
20.458,-0.0010565279825123575,-0.0017792856300251625,0.1808511420444949
20.459,-0.0010566868542198954,-0.001775905285619217,0.18096658693430343
20.46,-0.0010568437987562864,-0.0017727143851566929,0.18108220594563632
20.461,-0.001057004654127475,-0.0017697238337568422,0.1811980215777924
20.462,-0.001057175264033936,-0.001766942337569244,0.18131405404877746
20.463,-0.0010573614018223707,-0.0017643762972154864,0.1814303210885843
20.464,-0.0010575686941222775,-0.0017620297269183016,0.1815468377601742
20.465,-0.0010578025419831444,-0.0017599042023570544,0.18166361459418334
20.466,-0.0010580706068016954,-0.0017579872844277755,0.18178066240828641
20.467,-0.0010583775541163883,-0.0017562760007621137,0.1818979875153023
20.468,-0.0010587276088775124,-0.0017547649215843286,0.18201559315103621
20.469,-0.0010591244908051195,-0.0017534462208461665,0.18213347946064756
20.47,-0.001059571355015138,-0.0017523097659066789,0.18225164352158155
20.471,-0.0010600707388636133,-0.0017513432350426683,0.18237007940326078
20.472,-0.0010606245159292121,-0.0017505322617219488,0.18248877826324275
20.473,-0.001061233858005368,-0.0017498606041852494,0.1826077284790286
20.474,-0.0010618992059012401,-0.0017493103385237685,0.18272691581416076
20.475,-0.001062620247660814,-0.0017488620743522088,0.18284632241775323
20.476,-0.0010633950742159981,-0.0017484794009894333,0.1829659303238017
20.477,-0.0010642218859064855,-0.0017481412226851845,0.18308571876377577
20.478,-0.0010650981318098697,-0.0017478257025664856,0.18320566531583118
20.479,-0.0010660205333948727,-0.0017475105358673027,0.18332574620302394
20.48,-0.001066985119097669,-0.001747173229112775,0.18344593660672687
20.481,-0.0010679872695658094,-0.001746791381626478,0.18356621099066592
20.482,-0.0010690217731216308,-0.0017463429656552343,0.18368654343079416
20.483,-0.00107008289080445,-0.0017458066014042206,0.18380690794612556
20.484,-0.0010711644301664965,-0.0017451618233337296,0.18392727882565094
20.485,-0.0010722598100318403,-0.0017443893445003855,0.1840476213377724
20.486,-0.0010733577967889118,-0.0017434644069571625,0.1841679180944647
20.487,-0.0010744514899509018,-0.0017423709023585143,0.18428814597508736
20.488,-0.0010755338893848564,-0.0017410945542124523,0.1844082833150654
20.489,-0.0010765979963088632,-0.0017396230934150214,0.1845283101488633
20.49,-0.0010776369151095856,-0.0017379464072706519,0.18464820842493643
20.491,-0.0010786439543833974,-0.0017360566602759864,0.18476796219027364
20.492,-0.0010796127256119616,-0.001733948385390427,0.1848875577427291
20.493,-0.0010805372379229508,-0.0017316185449487431,0.18500698374993227
20.494,-0.0010814119874566353,-0.0017290665608273859,0.18512623133415249
20.495,-0.0010822320503436446,-0.0017262943074256576,0.185245300141366
20.496,-0.0010829909259899456,-0.0017233140436898609,0.18536418160328422
20.497,-0.001083685091493523,-0.0017201321801669778,0.18548287437864858
20.498,-0.0010843117860809752,-0.0017167574211756076,0.18560137959331827
20.499,-0.0010848690562406298,-0.0017132006495386154,0.18571970076339156
20.5,-0.0010853557894315493,-0.001709474786555587,0.18583784369079706
20.501,-0.0010857717359812784,-0.0017055946293376145,0.18595581633372718
20.502,-0.0010861175189809816,-0.0017015766678378785,0.18607362865448468
20.503,-0.001086394632176972,-0.001697438884064928,0.1861912924474626
20.504,-0.001086605426040256,-0.001693200536092121,0.1863088211500709
20.505,-0.0010867530974896285,-0.0016888819198996874,0.18642623858622615
20.506,-0.0010868431004886568,-0.0016845202200437281,0.18654355409411436
20.507,-0.0010868800758201225,-0.0016801365836767168,0.18666078481968948
20.508,-0.001086869361345346,-0.0016757524928596723,0.18677794868315123
20.509,-0.001086816927383738,-0.0016713895122979494,0.18689506414613205
20.51,-0.0010867293042461877,-0.001667069037987634,0.18701214997863402
20.511,-0.0010866135029055568,-0.001662812049337381,0.18712922502828014
20.512,-0.0010864769298301968,-0.00165863886723705,0.18724630799432845
20.513,-0.0010863272970331108,-0.001654568920465671,0.1873634172087839
20.514,-0.0010861725284021886,-0.0016506205227251325,0.18748057042681587
20.515,-0.0010860206714831753,-0.00164681065723693,0.18759778954015818
20.516,-0.0010858829788986317,-0.001643153743464465,0.18771508702087622
20.517,-0.0010857673299216027,-0.0016396636121058794,0.18783247778857132
20.518,-0.001085681427527228,-0.0016363522281317433,0.18794997547467843
20.519,-0.0010856327014636751,-0.0016332295513425965,0.18806759228731534
20.52,-0.0010856282138817456,-0.0016303034190459087,0.188185338895808
20.521,-0.0010856745685054374,-0.0016275794522646603,0.18830322433600621
20.522,-0.001085777824306921,-0.001625060986714555,0.1884212559372859
20.523,-0.001085943414628155,-0.0016227490295650515,0.18853943927190672
20.524,-0.0010861760726689283,-0.0016206422427835765,0.18865777812714407
20.525,-0.0010864797674053034,-0.0016187369515239247,0.18877627645636885
20.526,-0.0010868577613924555,-0.0016170147007998903,0.18889493320986778
20.527,-0.0010873123299466195,-0.001615467696077344,0.18901374687488803
20.528,-0.001087844823727017,-0.0016140859796027751,0.18913271426304595
20.529,-0.0010884556390399337,-0.0016128575505558462,0.18925183059345557
20.53,-0.0010891441992776053,-0.0016117685104166668,0.18937108959532098
20.531,-0.0010899089480086476,-0.0016108032321018317,0.18949048362838677
20.532,-0.0010907473541229365,-0.0016099445510420196,0.18961000381937748
20.533,-0.0010916559293031212,-0.001609173976028,0.189729640212309
20.534,-0.001092630257948119,-0.0016084719173312667,0.18984938193034098
20.535,-0.0010936650289455087,-0.0016078179364831247,0.1899692107816308
20.536,-0.0010947497543957214,-0.001607174639781439,0.19008911946516693
20.537,-0.0010958776835374223,-0.0016065211334765905,0.19020909537731506
20.538,-0.001097041369328762,-0.001605836433886898,0.19032912570310778
20.539,-0.0010982327579276752,-0.001605099737658655,0.19044919759693102
20.54,-0.0010994432876500963,-0.0016042906892237419,0.1905692983586421
20.541,-0.0011006639962403057,-0.0016033896418037319,0.1906894156025316
20.542,-0.001101885635120228,-0.0016023779083873535,0.1908095374167035
20.543,-0.001103098789133537,-0.0016012379992413894,0.19092965251065636
20.544,-0.0011042940001720243,-0.0015999538427380333,0.1910497503490909
20.545,-0.0011054618978104621,-0.0015985109831924138,0.19116982430841642
20.546,-0.0011065894590696205,-0.0015968937769470504,0.19128986331889175
20.547,-0.001107667972510117,-0.001595091597856202,0.19140985973327537
20.548000000000002,-0.0011086891775156996,-0.0015930959054428762,0.19152980703263647
20.549,-0.0011096453814734902,-0.0015909003452352355,0.19164969987212896
20.55,-0.0011105295700585504,-0.0015885008200182682,0.19176953410742373
20.551,-0.0011113355089583804,-0.0015858955314556056,0.19188930680202199
20.552,-0.0011120578355014,-0.0015830849919857837,0.1920090162159752
20.553,-0.0011126921388107342,-0.0015800720073515517,0.19212866177681198
20.554,-0.0011132350272876784,-0.0015768616305154026,0.19224824403372928
20.555,-0.0011136841840045592,-0.0015734610870454802,0.19236776560066352
20.556,-0.0011140386270260308,-0.0015698920197291244,0.19248722812713784
20.557,-0.0011142982577065346,-0.0015661652646952184,0.19260663512014192
20.558,-0.0011144641244292793,-0.0015622934806640565,0.1927259908889028
20.559,-0.0011145384168277364,-0.0015582909827840385,0.19284530043745868
20.56,-0.0011145244448207497,-0.0015541735590320904,0.19296456935044035
20.561,-0.0011144266028445967,-0.0015499582717242166,0.1930838036740513
20.562,-0.001114250319876097,-0.0015456632467802933,0.19320300979424218
20.563,-0.0011140019960346735,-0.0015413074533867643,0.19332219431405948
20.564,-0.001113688926723319,-0.0015369104767264385,0.19344136393210634
20.565,-0.0011133192251419296,-0.0015324922793242823,0.19356053166017717
20.566,-0.0011129055192088393,-0.001528082572870959,0.19367969945000402
20.567,-0.0011124570658761167,-0.0015237010455999567,0.1937988735883391
20.568,-0.001111983619009378,-0.001519367087853496,0.19391806001712683
20.569,-0.0011114953102445803,-0.0015150995679089618,0.19403726424338041
20.57,-0.0011110025253986814,-0.001510916615258262,0.19415649125968426
20.571,-0.0011105157779231966,-0.0015068354133958017,0.1942757454763759
20.572,-0.0011100455808828362,-0.0015028720040621835,0.19439503066628344
20.573,-0.0011096023189189426,-0.0014990411047830499,0.1945143499226848
20.574,-0.0011091961216238694,-0.0014953559414390138,0.19463370563095278
20.575,-0.0011088367385811463,-0.0014918280984861365,0.19475309868246954
20.576,-0.0011085361713423355,-0.0014884646462121065,0.1948725305670432
20.577,-0.0011083029997895912,-0.0014852736328865301,0.1949920015436459
20.578,-0.0011081450802631722,-0.0014822611106066752,0.19511151118218945
20.579,-0.0011080694449511475,-0.001479431065028347,0.19523105840321037
20.58,-0.001108082210274165,-0.0014767853682216003,0.19535064152957785
20.581,-0.001108188495289708,-0.0014743237554459832,0.1954702583491783
20.582,-0.0011083923510650836,-0.001472043826423075,0.1955899061873499
20.583,-0.001108696701887475,-0.0014699410714487104,0.19570958198767494
20.584,-0.001109103299090773,-0.001468008922445474,0.1958292823995963
20.585,-0.0011096126931869118,-0.0014662388249722103,0.1959490072831628
20.586,-0.001110221414711949,-0.0014646067324428635,0.19606875047346564
20.587,-0.001110927664759647,-0.0014631009101064851,0.1961885082949935
20.588,-0.0011117284160540174,-0.0014617079916097175,0.19630827716266452
20.589,-0.0011126194385225401,-0.0014604131469289072,0.19642805367764238
20.59,-0.0011135953397374307,-0.0014592002692135342,0.1965478347193537
20.591,-0.0011146496200492365,-0.0014580521783695843,0.19666761753198148
20.592,-0.0011157747420525706,-0.0014569508389179475,0.19678739980380786
20.593,-0.001116962213830476,-0.0014558775893722675,0.196907179737902
20.594,-0.0011182026852243274,-0.0014548133801499663,0.19702695611279977
20.595,-0.0011194860547737709,-0.0014537390179325538,0.1971467273860179
20.596,-0.001120794937206756,-0.0014526219864319234,0.19726649428738566
20.597,-0.0011221182970009647,-0.0014514439014288172,0.19738625756107217
20.598,-0.0011234447218464666,-0.0014501869545902046,0.197506018652752
20.599,-0.0011247625681552124,-0.00144883414710395,0.1976257797067724
20.6,-0.0011260601110893874,-0.00144736951151625,0.1977455435491765
20.601,-0.0011273256971391053,-0.001445778318640345,0.19786531365670038
20.602,-0.0011285478971958885,-0.001444047266643711,0.19798509411209156
20.603,-0.0011297156580171589,-0.0014421646497218,0.1981048895463217
20.604,-0.0011308184499628973,-0.0014401205041050247,0.19822470506848097
20.605,-0.001131846411639666,-0.0014379067274090662,0.19834454809554783
20.606,-0.0011327877101952894,-0.0014355190585573219,0.19846442294455957
20.607,-0.001133634286081638,-0.0014329533086592239,0.1985843356386862
20.608,-0.0011343791145343469,-0.001430207366595937,0.19870429229997913
20.609,-0.0011350163055787287,-0.0014272812122071432,0.19882429903555227
20.61,-0.0011355411892975294,-0.0014241769020155726,0.19894436181983738
20.611,-0.00113595038513298,-0.0014208985282362363,0.19906448637477775
20.612,-0.0011362418542413745,-0.0014174521521934658,0.19918467804990334
20.613,-0.0011364149341789693,-0.0014138457136327887,0.199304941704273
20.614,-0.0011364703554687216,-0.0014100889177011133,0.19942528159228995
20.615,-0.001136410243457729,-0.0014061930987367965,0.1995457038017131
20.616,-0.0011362417784126287,-0.00140218255565272,0.1996662092213862
20.617,-0.0011359696325983157,-0.0013980710076737513,0.19978679967430493
20.618,-0.0011355997595974764,-0.001393873320294725,0.1999074759999063
20.619,-0.0011351393233135474,-0.0013896053146076337,0.2000282379880692
20.62,-0.001134596611707319,-0.0013852835685019826,0.20014908432789427
20.621,-0.0011339809365053515,-0.001380925212241424,0.20027001257260965
20.622,-0.0011333025202825303,-0.0013765477208687038,0.20039101912172835
20.623,-0.0011325723724551313,-0.0013721687057837162,0.2005120992213426
20.624,-0.001131802155828375,-0.0013678057077497474,0.2006332469831672
20.625,-0.0011310040400776646,-0.0013634759980429845,0.2007544514907416
20.626,-0.0011301958417919637,-0.0013592026766802157,0.20087570738429428
20.627,-0.001129390154633024,-0.0013550017052743613,0.20099700568432952
20.628,-0.0011285996392212331,-0.001350888205363665,0.20111833653819838
20.629,-0.0011278368679128819,-0.0013468762867057116,0.20123968933195083
20.63,-0.0011271141708051448,-0.0013429788878918103,0.2013610528181957
20.631,-0.001126443484689534,-0.00133920763069173,0.2014824152583509
20.632,-0.0011258362066157677,-0.0013355726894230813,0.20160376457737436
20.633,-0.0011253030536578516,-0.0013320826765557126,0.20172508852880439
20.634,-0.0011248539303979521,-0.0013287445456482416,0.2018463748677111
20.635,-0.001124497810211318,-0.001325563508759231,0.2019676150225746
20.636,-0.0011242427023313438,-0.0013225354262298428,0.20208879467325477
20.637,-0.0011240954026501037,-0.001319662146348266,0.20220990263874125
20.638,-0.0011240614614746243,-0.0013169436456770267,0.20233092845689105
20.639,-0.0011241451091545413,-0.0013143780321098752,0.2024518625569605
20.64,-0.0011243491966934445,-0.0013119615694523468,0.20257269642349987
20.641,-0.0011246751521399561,-0.0013096887236212496,0.20269342274896096
20.642,-0.0011251229534189147,-0.0013075522303174214,0.20281403557253136
20.643,-0.0011256911181145193,-0.001305543183786062,0.2029345304029236
20.644,-0.001126376710556153,-0.0013036511459978417,0.20305490432309506
20.645,-0.0011271753690012432,-0.001301864273065112,0.20317515808478906
20.646,-0.0011280751393441767,-0.001300155586869467,0.2032952905999448
20.647,-0.001129069162415245,-0.001298511332735508,0.20341530409440128
20.648,-0.0011301493111364011,-0.0012969168214218563,0.2035352025800087
20.649,-0.0011313062844271143,-0.0012953566222979607,0.2036549918492273
20.65,-0.001132529716524663,-0.0012938147666710087,0.2037746794457718
20.651,-0.00113380830061065,-0.0012922749585853044,0.20389427461144727
20.652,-0.0011351299254130079,-0.0012907207902370654,0.20401378820962232
20.653,-0.0011364818232386562,-0.0012891359589923823,0.20413323262606742
20.654,-0.0011378507276904642,-0.0012875044829201432,0.2042526216481433
20.655,-0.0011392230499240941,-0.0012858109021758324,0.20437197871847995
20.656,-0.0011405787288221655,-0.001284032314222916,0.2044913137491031
20.657,-0.001141904212435195,-0.0012821551738264603,0.2046106438180766
20.658,-0.001143186129072091,-0.0012801670398090437,0.20472998673830203
20.659,-0.0011444114632914327,-0.001278056738929445,0.2048493608504105
20.66,-0.0011455677281765298,-0.0012758145110309815,0.2049687848042021
20.661,-0.0011466431314994777,-0.0012734321334408882,0.205088277330939
20.662,-0.0011476267334431778,-0.0012709030229576257,0.2052078570089314
20.663,-0.0011485085936549454,-0.0012682223141684545,0.20532754202497386
20.664,-0.0011492799055506028,-0.0012653869132519535,0.20544734993430305
20.665,-0.0011499331139891442,-0.0012623955286794608,0.20556729586536965
20.666,-0.0011504614085737924,-0.0012592540481466408,0.20568739654293428
20.667,-0.0011508600425760096,-0.0012559645812872944,0.2058076662372823
20.668,-0.0011511257799775789,-0.0012525309884046099,0.20592811766560212
20.669,-0.001151256942591068,-0.0012489588133099971,0.20604876178697132
