Time,phi,theta,psi
35.07,-0.011361753825921419,0.026221140119514263,0.21926535549109274
35.071,-0.011367362888987542,0.026222338650294885,0.2191669101816739
35.072,-0.011373474480893729,0.02622224429945197,0.21906806952969735
35.073,-0.01137993721217689,0.026220809087188268,0.21896883361216632
35.074,-0.011386595492421797,0.02621799619822851,0.2188692047779921
35.075,-0.011393290310207907,0.026213780577778012,0.21876920956908544
35.076,-0.01139977250617652,0.0262082385764677,0.2186688375270939
35.077,-0.0114058848960901,0.026201365546218103,0.2185680978600243
35.078,-0.011411471568561073,0.026193168807510325,0.21846700202437375
35.079,-0.011416379281537156,0.026183667563977497,0.2183655636959387
35.08,-0.011420458835725402,0.02617289270961165,0.21826379873185933
35.081,-0.011423566411935608,0.026160886530562255,0.21816172512395998
35.082,-0.011425564859668022,0.02614770230446517,0.2180593629433096
35.083,-0.01142632492476967,0.0261334038013612,0.21795673427580242
35.084,-0.011425726404635838,0.0261180646910657,0.2178538631484207
35.085,-0.011423658589427468,0.026101768138858894,0.21775079960804297
35.086,-0.011420065262879198,0.02608470249315098,0.21764755159584798
35.087,-0.011414858430062274,0.02606696351415172,0.21754414842071235
35.088,-0.011407962851487046,0.026048653767754892,0.21744062092749536
35.089,-0.011399316691367638,0.02602988166738207,0.21733700136905856
35.09,-0.011388872045112918,0.026010760468939242,0.21723332326573666
35.091,-0.01137659534204444,0.02599140722852833,0.21712962125180338
35.092,-0.011362467620609207,0.025971941732845893,0.21702593090859618
35.093,-0.011346484674661053,0.02595248541237405,0.21692228858412357
35.094,-0.011328657070625869,0.025933160247514353,0.2168187311991763
35.095,-0.011309009749926215,0.02591408780289517,0.21671530709962925
35.096,-0.0112877225681043,0.025895410852209366,0.2166120440389715
35.097,-0.011264844864562043,0.025877245949806005,0.21650897931865043
35.098,-0.01124043965535732,0.02585970595071685,0.21640614990805054
35.099,-0.01121458304289728,0.025842899027723076,0.21630359219273412
35.1,-0.011187363519775026,0.025826927737196304,0.2162013417144872
35.101,-0.011158881173796393,0.025811888141145323,0.21609943290498393
35.102,-0.011129246801964001,0.02579786899220493,0.2159978988151323
35.103,-0.011098580941802386,0.02578495098752831,0.21589677084239375
35.104,-0.01106701282894314,0.025773206096777024,0.21579607845856782
35.105,-0.011034679577744785,0.02576269684531285,0.21569583778364354
35.106,-0.01100184920334122,0.02575340510040869,0.21559608199776453
35.107,-0.010968666014092424,0.025745375946130578,0.21549683319906202
35.108,-0.010935278433736425,0.02573864375195578,0.21539811053426472
35.109,-0.010901837734868825,0.025733231925030742,0.21529992997122102
35.11,-0.010868496758146584,0.02572915275154375,0.2152023040890164
35.111,-0.010835408627290963,0.025726407327236744,0.21510524188855637
35.112,-0.01080272546982905,0.02572498557649272,0.2150087486263707
35.113,-0.010770597153297683,0.025724866358901366,0.2149128256742301
35.114,-0.010739170046374464,0.02572601766171201,0.21481747040696358
35.115,-0.010708586547013803,0.02572839657063586,0.21472264762666324
35.116,-0.010678996244190532,0.025731839238558152,0.21462836980001984
35.117,-0.010650527577399867,0.025736286719149293,0.21453462199765355
35.118,-0.010623300980355965,0.025741670622718926,0.21444138516487132
35.119,-0.010597427892615176,0.025747913706050785,0.21434863617608022
35.12,-0.010573009844913456,0.02575493053043476,0.2142563479254209
35.121,-0.010550137624667943,0.02576262818368491,0.2141644894536592
35.122,-0.010528890527543964,0.025770907061576143,0.21407302611096296
35.123,-0.010509335700431987,0.025779661703771328,0.21398191975476744
35.124,-0.010491527580590113,0.025788781678939054,0.21389112898151597
35.125,-0.010475508140179167,0.025798152226812032,0.21380058205081084
35.126,-0.010461201302894014,0.02580758900616753,0.21371025502572957
35.127,-0.010448624391173727,0.02581697462547239,0.21362009845861654
35.128,-0.01043778066291638,0.025826190548295047,0.2135300608621781
35.129,-0.01042865928393356,0.025835118134601265,0.21344008907876652
35.13,-0.010421235412126615,0.025843639690886766,0.21335012866861983
35.131,-0.010415470393426619,0.02585163952099534,0.21326012431359756
35.132,-0.010411312068748011,0.025859004969136956,0.21317002023279996
35.133,-0.010408695190395795,0.025865627446344908,0.21307976060634595
35.134,-0.010407541945526897,0.025871403431387163,0.21298929000353653
35.135,-0.01040776271902316,0.02587623538247885,0.21289854856882856
35.136,-0.01040911359759934,0.025880062341382626,0.21280748806330893
35.137,-0.010411487515350232,0.025882800766100278,0.21271605678017488
35.138,-0.01041476776398816,0.025884375757215583,0.21262420507944735
35.139,-0.01041882899356888,0.025884721793717258,0.21253188578355353
35.14,-0.01042353828749486,0.02588378339047681,0.21243905455628453
35.141,-0.010428756303319825,0.02588151566971031,0.21234567026225165
35.142,-0.010434338470119453,0.02587788483947029,0.21225169530421353
35.143,-0.010440136232503722,0.025872868572974772,0.2121570959359033
35.144,-0.010445998330731662,0.025866456283511807,0.2120618425482395
35.145,-0.010451771564103169,0.02585864950953276,0.21196593087842455
35.146,-0.01045722707145083,0.02584955273397882,0.21186932370209122
35.147,-0.010462215754388061,0.025839188145089453,0.2117720052578126
35.148,-0.010466590999992729,0.025827589722350774,0.21167396476606226
35.149,-0.010470209971310304,0.025814802946858784,0.21157519655928173
35.15,-0.01047293486404529,0.025800884400166035,0.21147570017760992
35.151,-0.010474634117954537,0.025785901254828714,0.2113754804296795
35.152,-0.010475183571870095,0.02576993066115607,0.21127454741804186
35.153,-0.010474467551788831,0.025753059035960257,0.21117291652892078
35.154,-0.010472379882181006,0.025735381260289847,0.21107060838612254
35.155,-0.010468823685628828,0.025717000252454048,0.21096769253484068
35.156,-0.010463763838058955,0.02569812859167242,0.21086416449678932
35.157,-0.010457126716081901,0.025678877415289625,0.21076006000256944
35.158,-0.01044885130714516,0.025659362473269498,0.21065541947261307
35.159,-0.010438889715323472,0.02563970301155094,0.2105502877932867
35.16,-0.010427207551341933,0.025620020626420104,0.21044471405896123
35.161,-0.010413784204077372,0.02560043810208623,0.21033875128089136
35.162,-0.010398612991951337,0.025581078243797073,0.21023245606395066
35.163,-0.010381701193789537,0.02556206271875361,0.21012588825248138
35.164,-0.010363069959856037,0.025543510916876233,0.2100191105467608
35.165,-0.010342753363285105,0.025525539143698373,0.20991221713757044
35.166,-0.010320931995953225,0.02550825939519985,0.209805251819522
35.167,-0.010297662826844732,0.02549177781008094,0.20969828326847892
35.168,-0.010273015269305085,0.025476194109219197,0.20959138121703366
35.169,-0.01024707053978188,0.025461600718552635,0.2094846159561615
35.17,-0.01021992092263674,0.025448081970442793,0.2093780578222452
35.171,-0.010191668948052802,0.0254357133898524,0.20927177667288313
35.172,-0.010162426490668586,0.025424561070498397,0.20916584135514696
35.173,-0.010132313797090363,0.025414681144931173,0.20906031917018977
35.174,-0.010101458450877211,0.025406119351298884,0.20895527533831051
35.175,-0.010069994371627377,0.025398910663542607,0.2088507690156346
35.176,-0.010038169545282048,0.025392986770224057,0.20874686239412582
35.177,-0.010006123231475959,0.025388363863914742,0.2086436112628693
35.178,-0.009973997556845603,0.025385046864457417,0.2085410672803457
35.179,-0.009941936304835563,0.025383029474609353,0.20843927750900632
35.18,-0.00991008369939341,0.025382294326464994,0.20833828397717657
35.181,-0.009878583192039547,0.025382813214746225,0.20823812327272623
35.182,-0.009847576261662456,0.02538454741253915,0.2081388261728041
35.183,-0.0098172012361972,0.0253874480646179,0.20804041731373404
35.184,-0.009787592145092852,0.02539145665322118,0.20794291490492273
35.185,-0.009758878514315164,0.025396505183327367,0.20784629491963788
35.186,-0.009731185757364346,0.025402404185725702,0.20775059077946695
35.187,-0.009704628536719833,0.02540907334150222,0.20765580023929145
35.188,-0.00967931310546677,0.025416424992315667,0.20756191399172622
35.189,-0.009655336431993717,0.02542436489402533,0.2074689156461457
35.19,-0.009632785401350357,0.025432793010790267,0.20737678176671193
35.191,-0.009611736099209853,0.025441604344542013,0.20728548197018482
35.192,-0.009592253183812339,0.025450689794883186,0.2071949790836983
35.193,-0.00957438935067338,0.025459937044569836,0.2071052293620813
35.194,-0.00955818489420666,0.02546923146580382,0.207016182763672
35.195,-0.00954366838630634,0.025478456661482962,0.20692774337154438
35.196,-0.009530767259797526,0.02548744466325803,0.20683988244015675
35.197,-0.009519485836127257,0.02549608110356605,0.20675253335375499
35.198,-0.009509815181709754,0.025504252984546172,0.2066656248399376
35.199,-0.009501733194839216,0.025511849620426075,0.20657908149971854
35.2,-0.009495204800147185,0.02551876357052718,0.20649282437716082
35.201,-0.0094901822495961,0.025524891557105356,0.20640677156359805
35.202,-0.009486605528164303,0.025530135361936157,0.20632083883107336
35.203,-0.009484402861532721,0.025534402695228442,0.20623494028930603
35.204,-0.009483491322217028,0.025537608030170578,0.20614898906025908
35.205,-0.00948377810074627,0.02553967318408401,0.2060628756020899
35.206,-0.009485017535929036,0.0255405802803248,0.20597653211247352
35.207,-0.009487102095613249,0.025540267043593357,0.2058898729234864
35.208,-0.00948991623225448,0.02553868086650657,0.2058028141182747
35.209,-0.009493337406699926,0.025535779361924416,0.20571527420211458
35.21,-0.009497237171459522,0.025531530837570315,0.2056271747550698
35.211,-0.009501482304265951,0.02552591468612242,0.2055384410608449
35.212,-0.00950593598209755,0.02551892168443004,0.2054490027067703
35.213,-0.00951045898533679,0.02551055419612247,0.20535879415024758
35.214,-0.009514910921296377,0.02550082627262107,0.20526775524738988
35.215,-0.00951915085375947,0.0254897638733127,0.20517585536634578
35.216,-0.009522979975467133,0.025477515703035802,0.2050830276921611
35.217,-0.00952626372016602,0.025464126769616735,0.20498923100308936
35.218,-0.009528871155932284,0.025449653179684617,0.20489443114145592
35.219,-0.009530676138120994,0.025434161690348622,0.204798601305377
35.22,-0.009531558415083633,0.0254177291530453,0.20470172228641811
35.221,-0.009531404676507569,0.02540044185308754,0.20460378265195509
35.222,-0.009530109534841373,0.02538239474989057,0.2045047788713609
35.223,-0.009527576431015025,0.02536369062425936,0.20440471538547475
35.224,-0.009523718456501592,0.02534443914049822,0.2043036046191262
35.225,-0.009518457756419851,0.02532475633154818,0.20420151937313175
35.226,-0.00951178189021881,0.025304844142941763,0.20409844565454946
35.227,-0.009503635635515904,0.0252848236586245,0.20399441938227617
35.228,-0.009493975750441632,0.025264818515979393,0.20388948394319703
35.229,-0.00948277128948699,0.025244953700627404,0.20378368992514945
35.23,-0.009470003810526435,0.025225354325315807,0.2036770947971189
35.231,-0.009455667472594426,0.02520614440659008,0.20356976253823
35.232,-0.009439769025065077,0.025187445653065854,0.2034617632173517
35.233,-0.009422327689919458,0.025169376279012168,0.20335317252540688
35.234,-0.009403374939747515,0.025152049856630887,0.20324407126275398
35.235,-0.009382953031516487,0.02513557464704519,0.20313459026819372
35.236,-0.009361235786777267,0.025120032029221306,0.20302478287060718
35.237,-0.009338285422505806,0.02510551595130095,0.20291474171487528
35.238,-0.009314174623671383,0.02509211175104764,0.20280456209925646
35.239,-0.009288985868285646,0.02507989537966715,0.20269434128423927
35.24,-0.009262810680384776,0.02506893272658206,0.2025841777775381
35.241,-0.009235748817928352,0.025059279051107275,0.20247417059988948
35.242,-0.009207907402883507,0.02505097852546534,0.20236441853661868
35.243,-0.009179400000965508,0.025044063891993984,0.2022550193802441
35.244,-0.009150345658648638,0.02503855623586637,0.20214606916965805
35.245,-0.009120867749100722,0.02503446493000472,0.20203766766395143
35.246,-0.009091181010851815,0.025031679371395166,0.20192990059834867
35.247,-0.009061411917810668,0.0250301892108149,0.20182285415831602
35.248,-0.009031688392821244,0.025029972530988154,0.2017166098083172
35.249,-0.00900213874522202,0.025030996168954767,0.2016112436048856
35.25,-0.008972890611595922,0.025033216132582137,0.2015068255428076
35.251,-0.008944069907077103,0.02503657810400539,0.2014034189405143
35.252,-0.008915799794451533,0.025041018022172068,0.2013010798706234
35.253,-0.0088881996781491,0.02504646273621458,0.2011998566413352
35.254,-0.008861384230064178,0.02505283072112441,0.20109978933409067
35.255,-0.008835463418640851,0.025060032506433405,0.20100087089722427
35.256,-0.008810531802931159,0.025067860134147857,0.20090315473675532
35.257,-0.008786684775842627,0.025076215414089775,0.20080665414558427
35.258,-0.008764009538563476,0.02508499494604144,0.2007113730032955
35.259,-0.008742584380111725,0.02509409102768112,0.20061730566090022
35.26,-0.008722478026375146,0.025103392576744543,0.20052443690406457
35.261,-0.008703749063908781,0.025112786060859982,0.20043274199630945
35.262,-0.008686445443382994,0.025122156429068454,0.20034218680290838
35.263,-0.00867060406714835,0.025131388039595137,0.20025272799540705
35.264,-0.008656250464915695,0.025140365578992352,0.20016431333586948
35.265,-0.008643399973490179,0.025148974482374964,0.20007682585765005
35.266,-0.008631961535268113,0.02515706965283604,0.1999902422163515
35.267,-0.008621928552249475,0.02516454304171445,0.19990448608622827
35.268,-0.008613282559316473,0.02517129041083188,0.19981947411511078
35.269,-0.00860599338314762,0.025177212154487316,0.1997351165636639
35.27,-0.008600019400532528,0.025182214090539112,0.1996513180020804
35.271,-0.008595307895164885,0.02518620821723072,0.19956797805798412
35.272,-0.008591795511091209,0.025189113432257937,0.19948499220877214
35.273,-0.008589408800052455,0.025190856210413948,0.19940225261115083
35.274,-0.008588064858998247,0.02519137123588333,0.19931964896025534
35.275,-0.008587672843326134,0.02519060171561538,0.1992370379966214
