Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,orientation.x,orientation.y,orientation.z,orientation.w,orientation_covariance_0,orientation_covariance_1,orientation_covariance_2,orientation_covariance_3,orientation_covariance_4,orientation_covariance_5,orientation_covariance_6,orientation_covariance_7,orientation_covariance_8,angular_velocity.x,angular_velocity.y,angular_velocity.z,angular_velocity_covariance_0,angular_velocity_covariance_1,angular_velocity_covariance_2,angular_velocity_covariance_3,angular_velocity_covariance_4,angular_velocity_covariance_5,angular_velocity_covariance_6,angular_velocity_covariance_7,angular_velocity_covariance_8,linear_acceleration.x,linear_acceleration.y,linear_acceleration.z,linear_acceleration_covariance_0,linear_acceleration_covariance_1,linear_acceleration_covariance_2,linear_acceleration_covariance_3,linear_acceleration_covariance_4,linear_acceleration_covariance_5,linear_acceleration_covariance_6,linear_acceleration_covariance_7,linear_acceleration_covariance_8
94.255,2769,94,254000000,IMU,-7.386631408787982e-05,7.437456948477636e-05,0.00022226752711127428,0.9999999698046682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.028158234841637764,-0.014219411983835424,0.09566315855368546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03309096581650284,-0.02185328739161509,9.513842224738534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94.265,2770,94,264000000,IMU,-3.691298872160023e-05,3.189457549429843e-05,0.00026237684508682033,0.9999999643892786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03557008103378778,0.008689325852868548,0.10090658589868218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.021952670595406655,-0.039622335743546684,9.543715242704332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94.275,2771,94,274000000,IMU,3.1368017600867783e-06,-1.3873073885758994e-05,0.0002953722449334245,0.9999999562764667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015947961339611842,0.01356525347210821,0.00820602871881533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.012230904830285064,0.025754019573373296,10.400052873506995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94.285,2772,94,284000000,IMU,-2.7868036757618675e-05,2.6129786595976925e-05,0.00031501687921358566,0.9999999496524852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0018168468914720193,-0.03979406247454927,-0.0017237817192275614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01815103094530825,-0.10632077396285466,9.776179230842208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94.294,2773,94,294000000,IMU,-2.5525732655336634e-05,2.0340969686957485e-05,0.00033855884399117115,0.9999999421562938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03548555175360851,-0.02569882605710602,0.04504568442558958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.019752430708728366,-0.07582030682710443,9.591070931351382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94.305,2774,94,304000000,IMU,1.7854640188200526e-05,1.1717999736616085e-05,0.00036604764483769993,0.9999999327765088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002630083469526437,0.005056436842718552,-0.03083986434807779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02574598135558281,-0.039289944760239885,10.039645018517321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94.315,2775,94,314000000,IMU,3.4582691409875694e-07,7.812251258526327e-06,0.0003963361656295967,0.9999999214282433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04924089489655373,-0.0031864567730767257,-0.02786008058581929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.183214936955584,0.029303236933455587,9.59540343436116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94.325,2776,94,324000000,IMU,6.470471956461194e-06,-3.0034759245054348e-06,0.0004070777747471254,0.9999999171183953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005333297824357001,0.03881464630609773,-0.024038993008035355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09385873523514673,0.14364634604867813,9.939022109148807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94.334,2777,94,334000000,IMU,-2.353823538639718e-06,-1.4440396091425165e-06,0.0004281016220051903,0.9999999083606836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.021495834667134412,0.027299988991265997,-0.013703700156650117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06704988888144847,-0.03801697848997291,9.81376763508652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94.344,2778,94,344000000,IMU,5.29882729904407e-07,2.323363414551114e-10,0.00043828490896801207,0.9999999039530243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09822625589090461,-0.017108716552000563,-0.037799540836220634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.027059323842043757,0.06127313601288395,9.827531865861193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94.355,2779,94,354000000,IMU,-3.2222981666829626e-10,4.7379979086743474e-07,0.00043949587996847854,0.9999999034215689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06136566281004031,-0.010200137633192784,0.039733457031222115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06812908161836032,-0.06524581925104733,9.8337391740085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94.365,2780,94,364000000,IMU,2.648133995230173e-11,3.4144294415038805e-11,0.0004409222734201791,0.9999999027937698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015450598617697773,0.027654605367377943,-0.019791813913349093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0012280934045857637,0.005115064362712907,9.885250865693868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94.375,2781,94,374000000,IMU,-3.343778372381282e-10,5.766937375239025e-07,0.0004428058418573154,0.9999999019613222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0412748788244208,0.031711012006940625,0.029427246756822248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.026765954287855262,-0.0023430877239073752,9.844178741482185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94.385,2782,94,384000000,IMU,4.0820941788671714e-10,-1.5051014184871023e-07,0.00044484414949398394,0.9999999010568252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012208251471074287,-0.04101292497183653,0.025847356544726748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.019365998536812225,-0.07604534887130578,9.852390650948795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94.395,2783,94,394000000,IMU,6.27649742188646e-07,2.965199146216263e-10,0.00044717361419291006,0.9999999000176776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0229162566546835,-0.046597491232487964,0.014409219170441936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03419041115962792,-0.05946860731346164,9.778821384717217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94.405,2784,94,404000000,IMU,-6.585008514468612e-08,2.1318806820392925e-12,0.000449168708308936,0.9999998991237284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03200393374355321,-0.032738172221127154,-0.007139660778998065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06756195696596164,-0.028777336332888502,9.909919392864143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94.415,2785,94,414000000,IMU,2.69247627867225e-11,3.774883577613989e-11,0.0004519893798407093,0.9999998978527952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04352352340341109,0.006995983394396133,-0.01684209817833566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06148518848147931,0.0061729371330305855,9.834287425663588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94.425,2786,94,424000000,IMU,-2.260840529131682e-10,4.944911301113182e-07,0.0004547791908382777,0.9999998965878163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03151648751318121,0.017769639740525194,0.0526649308844912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08513415587455374,0.09013205338130244,9.773087136183225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94.435,2787,94,434000000,IMU,2.3302769939704746e-11,-2.1023170292292577e-11,0.00045730401263735504,0.9999998954365146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03800747192933855,0.021181469682566102,0.042997687512757586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006217685809124299,0.0686820516591518,9.92511552736004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94.445,2788,94,444000000,IMU,2.938220512943956e-10,-5.180276538246911e-07,0.0004605002351263047,0.999999893969627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.027242480379734903,0.039498835631501174,0.0330567811892936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01438860330612644,-0.12962231731311102,9.810813436153284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94.455,2789,94,454000000,IMU,4.6955460933865865e-11,1.0635885243832666e-10,0.0004648549177982402,0.9999998919549469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016529230378593638,0.03896519656624334,-0.025986660570200996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0031755102673999124,-0.01970423849651277,9.892551576650025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94.465,2790,94,464000000,IMU,5.1609813698670846e-11,-5.276887196067735e-07,0.0004687830090837195,0.9999998901211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007571690089672428,0.05193346245456244,0.09575021066473723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009737918474728807,0.06471125089576477,9.647751715894723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94.475,2791,94,474000000,IMU,5.432885741036999e-08,-1.8972799434291536e-08,0.0004734168083402997,0.9999998879382549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051464306534956185,0.06618984975158175,0.04047752247451664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030349680439479077,-0.03837343093994398,9.814327392407773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94.485,2792,94,484000000,IMU,-8.900266601129492e-11,1.8575210175391221e-07,0.0004793114166506213,0.9999998851302591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07970154317147682,0.014657870124341893,0.03878035761502212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02072203444851622,-0.04912315544063828,9.808135622988761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
